t_index    term   df
f9a21a1c   replet   1
cbf0bb47   repli   22
774b2081   replic   1
09bf0a52   repor   1
19b2ed39   report   738
960e1924   reportedli   29
a6b5c115   repres   84
17a5ccf8   represent   3
6e6d61c6   repress   11
94f4842d   repriev   1
5dd7adda   repris   6
84ea5b53   republ   89
1bf1a0d8   republican   433
e361c595   republika   1
493e48a1   repudi   1
bd709b48   repuls   3
f5b46772   reput   31
aac8c698   reputedli   4
8da4a98d   request   78
c8170a07   requir   93
bae438b2   rerout   1
5de04d12   rerun   2
c16d8418   reschedul   1
7e784881   rescu   262
9f83c3da   rescuer   85
4e910e25   research   31
0b4e334e   resembl   6
a9c4d38b   resent   17
2f066c5d   reserv   24
716a23a9   resettl   1
fef52f2d   reshap   3
e46322e3   resid   134
f50f215e   residenti   12
67d20fac   residu   8
a59dbeb9   resign   239
21d15a5f   resili   6
b92a508f   resist   35
fe819c47   resolut   22
fe5cd72f   resolv   40
940a7e29   reson   1
77009a59   resort   25
d3dde8f1   resound   2
3e749230   resourc   13
36267aaf   respect   67
0747a3d0   respectfulli   1
8a21aabd   respir   2
f475bb63   respiratori   2
ce2e1023   responbl   1
57636af3   respond   60
22e83ca1   respons   282
9cf1d541   ressam   1
70ab64f3   rest   104
e082a516   restart   2
769d062a   restat   1
28b1ec3b   restaur   12
76ef729e   restitut   5
4ae5cca9   restiv   3
90b229d9   restless   1
c831a5aa   restock   1
302c1e5f   restor   66
14ca6d57   restrain   4
72c45d49   restraint   3
d77e8910   restrict   18
d692ab36   result   205
036ad61e   resum   33
7c509d63   resumpt   2
8d2feea0   resurfac   5
98083608   resurg   4
c423c4d1   resurrect   2
866327a2   resuscit   1
6cc0e5cd   retail   2
02fb67c4   retain   21
9eda2e54   retak   10
724b1d4d   retali   43
3401f176   retaliatori   4
46aa1f03   retard   1
e40394c1   retherford   2
45abeb3a   rethink   2
74746ef8   retic   1
51f1379a   retinu   1
b3b2beb0   retir   149
c9d31b09   retire   1
7a030160   retrac   1
e797e1ef   retract   15
5d5e7dc2   retractor   1
f4bb7148   retreat   16
185bcf2b   retrial   2
e5a21d74   retribut   2
1777700d   retriev   32
a7bcbad8   retrospect   6
fc067d36   return   331
953125b9   returne   2
a0afcc35   reunif   1
a302d576   reunion   2
be4f5f70   reunit   4
b1954bb5   reuter   3
eb487417   rev   14
fb19d5fc   reveal   39
3cf2fc0c   revel   10
b2ef196a   reveng   13
ac0f8a2f   revenu   2
4689637c   rever   5
6b4c225e   reverber   1
f6bb31ea   revers   26
f3eb76f4   revert   1
67fe0cd7   review   90
c79090c3   revil   2
0af6ceb7   revis   20
619d0ba0   reviv   18
edee0975   revkin   1
647f0138   revok   4
22b1cd86   revolt   18
f065652e   revolut   47
b6de98b1   revolutionari   12
4c8a4f8f   revolv   5
79c56a65   revonish   1
28186863   reward   46
337968d8   rewrit   2
95c6be3d   rewrot   1
e1e8fa2b   rex   3
56f53b2f   rey   4
ca26f46e   reynaldo   1
31e47a4e   reynold   9
4d9cc937   rfa   3
6652ec9c   rg   1
e8d8838c   rhein   7
4786f540   rhetor   4
7e1b213e   rheumat   2
988dc9b7   rhode   4
6cf262a0   ri   1
38a37106   riad   1
804e7920   rial   1
bc870d87   rib   1
3e4b36bc   ribat   12
d77c3e75   ribbon   3
5c5646b1   rica   2
1fea75de   rican   3
802025fa   ricardo   17
802042a2   rice   22
53a68f93   rich   158
10f08d1e   richard   57
15ced247   richardson   1
1f4680f7   richer   2
a058e787   richest   2
fb206949   richmond   3
5055b474   richter   8
8a80cc9e   rick   24
5d77363a   ricochet   1
0eca8b9d   rid   9
e6a60ba1   riddanc   1
9176c145   riddl   2
fa5e8d95   ride   18
37cc47e7   rider   1
3db25f17   riderless   1
94650f9c   ridg   12
7f8b752b   ridicul   3
ce061fce   riestra   1
81a488c6   rifai   3
fa30b617   rifl   21
3206af7d   rift   1
d7ecc890   rig   23
473ae4ee   rigg   4
2bd7dde2   right   332
5332bcb2   rightist   1
e3e494cf   rigor   1
013a42bf   rim   7
c9b8b5b6   ring   12
18c53531   ringlead   12
b49d2ca6   ringold   1
c6487c94   rinn   1
6515a0e9   rins   2
6f01c0b6   rio   2
bc84fe25   riot   46
448cb266   rioter   1
1c014f52   riotou   1
a2679ec2   rip   52
47b65c0a   rippl   2
24b37132   rippner   19
93bb13b2   rise   74
c603db86   risen   11
991b9d8e   risk   78
37af02f7   riski   15
d4d10593   ristic   7
35b3d896   rita   6
67c67582   ritesh   2
3a4311b4   rith   1
a27c706e   rittner   7
d77d583c   ritual   3
3a2d2a36   riva   46
9a07c7cc   rival   52
dfe493e8   rivalri   10
d2c477f2   rivasseau   1
495d7cf9   river   14
6ddfbfce   rivera   1
b4f9fcc3   riverb   1
b01a2e91   riversid   2
fb10fae3   rivet   1
d2596c38   riviera   2
aadffbfb   riyadh   18
6f24408c   rnahan   1
4dba3cdf   rnment   1
70045fa7   roach   2
2a48a202   road   83
4d235753   roadblock   23
f9d2b1a5   roadsid   2
64a55619   roadwai   1
25b86b20   roam   15
e8de3554   roar   15
1a38db62   rob   23
4b5acf6a   robb   38
07ad7794   robber   22
913c2f7e   robberi   92
4e0a8874   robe   8
f9437b23   rober   3
494264ac   robert   106
0bbf7c85   roberto   2
673a2ed8   robertson   6
16610a95   robin   4
ef9cb735   robinson   2
e54bf763   robust   2
fc71f135   rochel   2
b07717dd   rochest   2
5c1c9121   rochu   2
986b1f9a   rock   86
bdb2815d   rocket   21
9b03672a   rocki   7
20f037e3   rockland   7
3ea40608   rockport   1
a8755d78   rod   27
e8b55e91   rode   4
003206b4   roderick   2
40d72252   rodger   4
89b39668   rodham   48
2eeab8f9   rodrick   1
5a1ab677   rodriguez   23
25534d40   rodriquez   2
882ed66d   rodwai   8
df3cf819   rogan   4
625dc125   roger   83
4b31a4af   rogu   3
8651e5fb   rohit   2
7bf39049   roi   7
c0e6e2ae   roil   1
15c81240   rok   3
6ead5415   rolan   1
1b2e2f01   roland   3
baf6161b   role   88
b506df39   roll   27
f4b36e30   rolla   9
fbde64a7   roller   1
e0f3f8f3   rollerblad   1
e9018c14   roman   9
76590466   romania   6
f3dba693   romanian   3
cd7f09f6   romano   1
66370fc9   rome   4
3934562e   romero   6
7ea3d757   ron   28
65a4a208   ronai   1
cd98c71d   ronald   13
23b9b436   ronchest   1
7a915bc5   rondero   3
4d9925b5   ronni   2
b08fbe64   roof   32
20e46455   rooftop   1
bfd5c023   rooki   1
d144f54f   room   76
a344f4a2   roommat   1
920d6ffd   roosevelt   1
5d5005c4   roost   1
ae6f2d21   root   10
520f2bc4   rope   6
87d2403d   roper   1
c6a33a7a   rorter   1
5d26c4a5   rosa   9
8150c0b6   rose   35
158d8b92   rosenberg   38
6545018f   rosenburg   1
18218dec   rosenfield   13
ae9536c3   rosewal   1
9846438e   roshan   1
3cd3ad7f   rosovski   2
3645078f   rostenkowski   9
713957a6   roster   2
82b7a1d4   roswel   1
d8ae4c34   rot   4
800c8065   rotat   4
041691ec   rotaviru   2
28a8c2b0   roth   36
c6bd9810   rotor   1
49d4945a   roug   1
b55f93f8   rough   8
7fd236d1   roughli   16
f7656692   roughshod   1
e60616fd   roundli   1
e029c61b   rout   66
427fc9d0   routin   20
f4b0fd21   rove   2
01880f39   row   12
62e79344   rowland   9
eb40e607   royal   8
350736f5   rss   1
cfafbedd   rt   14
305221ac   rtj   2
f86438c6   rtr   3
78b27fd9   ru   1
226a8916   ruano   2
547e3058   rub   4
176b56c4   rubber   34
89dbcfd6   rubbl   125
42934aa3   rubblervivor   1
30b4c990   rubenstein   3
6c647a51   rubi   2
66fcee27   rubin   9
ae40a081   rude   2
9b354c95   ruder   1
16b991df   rudimentari   1
85a8e2d2   rudnick   1
b0cecc67   rudolph   10
512e7746   rue   1
08b7b26f   ruegg   1
ed569c47   ruesta   3
1eb68dc1   rueter   1
3f15f54f   rug   5
ca028af7   rugd   1
12c02597   ruger   1
6ffe594f   rugova   1
e8289eb7   ruin   42
0f1a9160   ruinou   1
fc03e80b   rule   289
a351899b   ruler   39
24f801dd   rumbl   9
7920ebb0   rumor   41
38fda26d   rumpl   1
327d394b   rumsfeld   7
30e53c6d   run   379
c3e4955a   runawai   1
702f0535   rundel   6
89ea8202   rundown   1
3c69ee48   runner   20
c437c864   runoff   45
d0a8eb81   runup   1
4b580778   runwai   7
14fad5d4   rupe   1
23814bb7   rupert   1
1cd65086   ruptur   3
2a4caeb9   rural   13
c7a53ea6   ruse   1
5242b5ec   rusedski   9
1423f397   rush   59
0533a9f0   russ   1
8ec3e283   russel   1
44b88ff2   russellvil   1
a627437d   russia   255
e21b82b3   russian   484
0063eeee   rust   3
a0f0df28   rusti   2
6e5d3ca0   ruth   2
bded4c9c   ruthless   2
f273ab3b   rux   3
8a76000b   ruxandra   2
55ecc021   ruzedzki   2
000d8062   ruzica   1
a1943cd4   rv   19
32fcd7ac   rwanda   7
bcd90332   rwandan   2
42375ee7   rwandiz   2
1c2973ec   ry   1
9ebd7134   ryan   1
8a960788   ryde   2
08de7354   sa   2
0f69f7b1   saba   2
a2040557   sabaa   1
5d00bd54   sabbath   1
d55edca9   sabotag   6
de755c08   sac   1
dc582741   sach   5
dc2d7891   sachan   3
057e644c   sack   4
7a55bc22   sacr   6
02ebb06b   sacrific   10
db251b16   sad   25
bf1f1f71   sadah   2
d474da66   sadam   7
ab5f0208   sadat   4
4a231e89   saddam   12
3a2479c1   sadden   10
2e6464b8   sadder   1
0c204b7a   saddiq   1
8fd5c93e   sadilenko   1
2fa1ab68   sadli   1
f509ef00   saeed   5
7a3ed7e7   safe   65
be6a1154   safer   2
aeaab4a0   safeti   47
514860e2   safin   79
0203581b   sag   5
7a89ca26   saga   2
a6ffce35   sage   1
02713065   saharan   3
08a3d627   sai   1368
5642d8b0   saigon   40
5df39978   sail   18
f39369c5   sailor   526
21bcdcd5   sainov   4
2018fabd   saint   4
a6180ada   sajic   1
5d9da2fa   sake   2
fb9569de   sala   40
dba54e76   salaam   4
e3e0d64a   salad   2
8ddb5443   salaf   4
7dad8552   salafi   1
c68cf62d   salafist   1
877bda7f   salah   3
30661b7b   salai   2
8d611465   salanki   1
c717f007   salari   8
add61c32   salazar   4
27e36dcd   sale   18
2e5afe3a   saleh   92
45313b2d   salem   9
88576559   saler   1
f24ed48e   salesman   3
e0d5b37a   salient   1
d53892f5   salih   1
be5357e2   salim   2
13b4f469   sallah   1
17c56e66   salli   6
948eb0ed   salsa   1
e025bd85   salt   5
2981b253   salut   9
4c998184   salvador   158
c162b6ef   salvadoran   43
02251ad9   salvadorian   2
e8fc4541   salvag   16
41011700   salvat   1
ebce0346   salvo   1
d4d5d234   sam   6
2754700c   sama   6
4ca8afb5   sammi   1
52260772   samor   1
13fb4eaf   sampl   10
3f04c7e1   sampra   113
05ed0ddc   samshran   1
1e792ef1   samuel   8
afa46f99   samurai   1
0df39139   san   132
f40b9b7e   sana   17
016c0b61   sanchez   11
18a8147e   sanction   114
505c2950   sanctuari   6
9f605e69   sand   19
56d30548   sandbag   2
fdd494fd   sander   2
4bdf97ef   sandi   26
d668bfac   sandiego   1
36e5f39c   sandlewood   1
7c7f2ac4   sandov   1
3dcc589b   sandra   2
7ba80efd   sandrin   10
2b1e6a30   sandwich   2
35639993   sanford   1
9e7f721a   sangram   1
805d7298   sanguin   1
ea23c090   sanguinetti   2
cf213e8f   sanit   4
6f6afcd5   sanjai   2
22dd1151   sank   50
8c912128   sanskriti   1
e0a9ced9   santa   33
e67b791a   santana   1
5844c6ff   santi   1
c6d40f28   santiago   1
dcdfc7ee   santistevan   4
ea0940e5   santo   1
91b3224e   santorum   6
77880e49   sap   2
dd3c4668   sarah   1
6ef0d864   sarajevo   5
43dc4327   sarasota   4
7a104420   sarong   1
72ec67cb   sarvings   1
dbe20613   sasha   3
abfe0a5a   sat   31
7d9a1376   satan   1
88b59f14   satcom   1
b446a21b   satellit   14
6db93be9   satind   5
ddc2c867   satisfact   5
58d3fed9   satisfactori   2
79e14556   satisfi   15
3c68cc21   satkhira   3
54a0de17   sattar   1
04e330af   saturdai   375
8a86b1fe   saudi   210
b8b8fa0e   saunder   1
b5d382e4   sava   1
7c336b57   savag   4
dffae442   savina   2
aac6afd1   savior   5
387d1ded   savitabehn   2
937f2163   savor   2
1f767b4c   savvi   4
c5ae0b03   sayaad   1
dee06c7e   sayan   3
090c07e7   scale   26
ec861d0a   scalia   1
12bcd3bc   scalp   1
b6f4a1f5   scam   1
c5e713e1   scamper   1
147537ae   scandal   97
a25f2323   scandinavian   1
045e4a44   scandlin   2
b6d6eec6   scanlon   1
f112f896   scanner   2
c154250f   scant   5
99916b89   scapego   1
ef3cae73   scapegoat   2
7b92ff81   scar   6
5c264e82   scarc   4
ee6bc898   scare   20
8af0c4ad   scari   2
62199aa9   scariest   1
47969ad9   scarv   1
9b52d34c   scath   3
c77ae234   scatter   14
bbe72f9b   scenario   12
1a209740   scene   108
dde64708   scent   1
ae23373b   schaffer   19
41853b6a   schedul   91
9b1ba776   scheme   10
c1c47776   schett   3
deecb065   scheveck   1
e7f7e08a   schiff   2
e047c726   schism   2
d0df643b   schleehauf   1
3af1863f   schlesing   1
e5778ec7   schlikov   3
8f8cfc8b   schmalz   1
6a90e404   scholar   9
852494c5   scholarship   1
ad48e8f9   school   97
0b954a31   schoolboi   1
22bcfc4f   schoolchildren   1
88b3c166   schrock   3
87287745   schroeder   6
c49b6417   schultz   3
3480fcf2   schumer   1
63cfdadd   schutner   1
4b5221e8   schwartz   2
ae578076   schwarzkopf   3
9ef9a232   schweitzer   2
4d93a7c2   scienc   15
766b4377   scientif   6
f46bb378   scientist   15
eb6c2ec4   scoop   2
9f366ca9   scooter   1
cb7a2c32   scope   2
3210f72c   scorch   1
c4e4de92   score   40
a52f95b9   scorn   1
c1960b7e   scotland   5
a59dd83f   scott   8
00e41846   scottish   1
66b08eec   scottsdal   3
01465b17   scounscoun   1
cb1147f7   scour   4
d5b0fbd3   scourg   1
795cc1ed   scout   1
82226c6e   scrambl   17
79fcf655   scrambler   1
cc2245be   scrap   9
c30c05ce   scrape   4
4d95e6bd   scratch   2
b68203db   scrawl   1
54de3ba6   scrawni   2
a809272d   scream   19
bfbd41dd   screech   1
d80e4065   screen   18
605326e5   screw   1
2599489c   scribbl   3
3cae1088   script   5
bddc1e1a   scriptur   1
04643b06   scrutin   2
613f791e   scrutini   7
8761c200   scuffl   1
db1a3f32   sculptur   1
3aca9a58   scurri   1
e5f55aae   scuttl   2
d4a87747   se   1
196ffa44   sea   153
19a23dc9   seab   9
f3421748   seafood   1
1302b3f5   seal   17
cc40741d   sealift   1
a41f72f1   seam   8
1d982c0b   seaman   16
b4b9084e   seamen   13
7d3931fc   sean   3
68bb9c9d   seanc   1
c8e8d93e   seaport   3
69792c85   sear   1
7da01ca7   search   227
c4d726ac   searcher   7
b3232e73   season   26
db34aa9f   seat   238
6ff98225   seater   3
dad85597   seattl   12
35565012   seawal   1
fd604978   seawat   5
6d7ca75f   seaworthi   4
74af2c13   sebastian   2
dd8e0856   sebastien   17
d8bf5e41   sebek   5
7754784d   sec   5
1feda8e9   secessionist   4
c0ea4546   sech   1
2f7011cc   seclud   1
5afb479e   seclus   2
efb325f1   secondari   1
332a6a5e   secondli   8
513539a2   secreci   2
1677cd87   secret   125
b2a84684   secretari   245
2325bf71   secretli   5
d4aa583f   sect   3
0090954c   sectarian   2
57b55aba   section   25
eb0c22b3   sector   7
9b8d0e76   secular   2
33a30f3e   secur   631
d27916cd   sedalia   1
ae13f774   sedat   1
02ce9f96   seed   240
bf73d0ae   seek   111
b75e334f   seeker   3
fcd348a5   seemingli   4
5b845e8b   seeth   1
940318f0   segment   3
e8042adb   segodnya   2
bac66aba   segreg   1
97977150   seif   3
490852a6   seismic   3
9cc603fd   seismograph   5
52ec4c64   seismolog   5
67be849c   seismologist   7
3e6a2311   seiu   1
83d76c29   seiz   36
517ccd8b   sejwal   1
40d16614   sekou   1
3b510fca   sele   89
3421f29f   select   19
58266620   seleri   2
6dc928b1   selig   3
34a1c6e8   sell   16
9f1bbf6f   seller   1
830b1a2d   semi   16
d1fef0a1   semiautomat   1
d8012309   semifin   77
bcfb1522   semifinalist   15
e5953992   semin   1
a666b3f4   seminar   2
fa02cfe6   semion   3
a4d2b57c   sen   166
982e8379   senat   469
d25922c2   senatori   8
98f2f57d   seneg   2
80f0a5ff   senior   164
3f9760a2   sennett   1
f6596a3c   sens   69
80b4439a   sensat   1
01c08222   senseless   4
7d303f9a   sensibl   2
d2f70b10   sensit   11
74c73978   sentenc   244
6a9449cd   sentiment   24
70249974   separ   62
eb64a569   separatist   2
d905bd31   seper   1
146ee25d   sept   59
83c0c67e   septemb   76
dd7f8c9d   sequenc   2
ccbb11c9   serafin   1
202b818e   seraguso   2
d96687ab   serb   165
92da8625   serbia   284
5d69e028   serbian   172
0e7f1f78   serbo   1
c31c114b   seren   6
7de34217   serena   66
0f35380b   serendipit   1
713facd3   serga   16
b6cc80a9   sergaev   1
291de3f0   sergeant   2
4a4b58ca   sergei   1
8e968d12   sergeyev   2
0364b21f   sergio   8
552510db   serheo   4
b8adcc80   seri   47
a28eaf92   serial   5
2959e993   seriou   40
24fbd1f3   sermon   5
56f7b20b   serov   3
75cb92f4   serv   399
4d5cd873   servant   8
909bec36   servic   311
0d7a95ba   servicemen   30
2d26a30e   servil   1
34b7ae02   sesam   1
a42c9640   seselj   8
30450a25   session   40
02df2e1f   set   446
98b4fc23   setback   5
a90fdb61   seth   1
c92dcea4   setinya   1
7e020e72   setter   4
70960884   settl   35
30e44f50   settlement   8
22ca2347   seventeen   16
f465778c   seventh   34
4378b688   seventi   1
cbee6e35   sever   349
260ef88f   severin   1
bd13a5f2   severodvinsk   1
f6a4a8ac   severomorsk   7
dbf96d12   sew   1
fed3462a   sewag   4
20ce5134   sewart   1
6644222a   sex   13
252072c3   sexual   20
11b1cd7f   seymour   4
0d41dcbf   sgt   5
4fd5a87d   shaab   1
3f0eb931   shaar   2
bad842c1   shab   2
487e5fd5   shabtai   1
4fbb93ff   shack   10
3f65d2f4   shade   2
2164672d   shadow   19
e06711f1   shadowi   8
40056b7b   shaeffer   1
f73df01c   shaft   3
6c0ec8ee   shah   6
c0db9ed7   shaheen   1
3304bf19   shaher   1
ebcc6842   shahrani   3
8cedf3cb   shailesh   1
94a05c5b   shajea   6
17585549   shake   33
aeb1cb62   shaken   13
73c3597c   shaki   2
a8e17b62   shalikashvili   1
58a914e0   shallow   7
07650df9   sham   2
a81f5558   shambl   3
b1e783ac   shame   6
618673f1   shamshran   3
62b868de   shane   1
f0f36731   shannon   1
d9a62407   shantytown   5
85dfa7a1   shape   28
c4c6cd71   shapeless   1
008eaeb9   shapeup   1
934098f3   shapiro   2
3d5c9405   shard   3
8a415501   share   43
d024496f   shargel   1
276e7f87   sharia   1
52bfb71c   sharjani   2
32ac5d27   sharm   3
3c6ce65a   sharon   2
91f1815a   sharp   17
5b904a7e   sharpen   2
4fd05707   sharper   1
d0425c38   sharpli   14
26ec405e   sharq   1
8f06dac0   shatter   35
2694b915   shaughnessi   7
23607144   shave   1
206cc9db   shavit   2
a168969a   shaw   7
9e6a23bd   shawn   3
cadf2589   shea   2
8f11ce69   sheaf   1
23bcdb36   shear   2
e0d784cb   sheath   1
5d3c8940   shebeck   1
7f5ee606   shebek   1
a1b4e09e   shed   6
f14d43e3   sheehan   7
586c67a6   sheehen   1
6173e2bd   sheepish   1
165eeccf   sheepishli   1
8a9dff73   sheer   3
38d07969   sheet   26
0ed44bd2   sheik   29
e3159768   sheikh   5
969b917d   sheila   1
a8b2bb74   shelf   3
7e64315b   shell   6
d1f32f68   shelle   6
b568235d   shelli   1
b170cd97   shelten   1
a530d0ee   shelter   27
f4b03ac7   shelti   2
ecad77bd   shelton   8
d869aa38   shelv   2
12aabd32   shemter   1
4a12e7b0   shephard   1
56a085b7   shepherd   4
7ca1ca18   sheriff   18
a2806f0e   sherman   1
08487035   sherri   4
e23f16da   sheryl   2
bd9929f1   shiela   1
d6f2ece6   shield   8
cf593512   shift   22
e764b2af   shiit   3
5adcadd0   shine   10
3e47a1e5   shini   2
f67b990e   ship   617
eddc4d1e   shipboard   1
4242a3dd   shipbuild   8
fe2c68d3   shipman   2
5821f3b0   shipmat   20
5c0ad131   shipment   1
7efb7e2e   shipyard   8
0cd9c935   shirlei   1
75e34047   shirt   24
53ce7bfe   shirtless   2
63dbc9f7   shiver   1
69a9687e   shkval   10
ef1352b2   shlomo   1
653485f5   shock   46
0cff5e9c   shoddi   1
f6bf0939   shoddili   1
4b749bb0   shoe   18
8414527e   shoeed   1
2700ca82   sholti   2
9e56e93a   shook   52
5330b74e   shoot   28
e892ec65   shootout   3
50c44feb   shop   63
cd2b6940   shopkeep   2
8d2aa334   shoplift   2
09b34a48   shopper   1
a0ce430b   shore   22
3fc9985b   shorelin   1
7eb8c2ed   shortag   16
31c48fe0   shortchang   2
f9c4ba93   shortcom   4
c8a989c7   shortcut   1
cc2932f3   shorter   3
7cfd8c26   shortest   1
213b5ffe   shortfal   2
daeeac7d   shorthand   2
53bb39cc   shortli   49
8cb24bf8   shot   108
eeab7245   shotgun   19
0947b60a   shotmak   1
41a6483d   shoulder   17
1d765c74   shout   34
09ef674e   shove   5
c5c4b947   shovel   17
854cce0a   showcas   2
e825aa93   showdown   13
3813fe36   shower   7
bf64ba17   shrank   4
410d0789   shrapnel   1
ad84e93d   shred   5
369612b8   shreveport   2
83729760   shrewd   4
8dcecaa7   shrill   1
8da0f125   shrine   1
49368726   shriner   1
87007f19   shrink   8
d31e520d   shrunk   1
bda65c19   shueib   1
3bef3489   shukla   2
89d73c95   shuler   1
fe607c71   shultz   3
64f93ba1   shun   3
654f8a6c   shusaki   3
c2f4a0c2   shut   29
7836ec11   shutdown   1
008bfc63   shutter   2
745aa434   shuttl   6
f6fa9633   shy   5
e48bff8e   sibl   8
7f757bd2   sicili   2
3d1aa142   sick   9
4ad64c3c   sidelin   15
c8048103   sidestep   4
dc9c65b9   sidewai   2
4234296b   sidl   8
553b769e   sidot   1
ff3e7b92   sieg   11
3f37f2ab   siemerink   1
3dc2755a   sierra   5
38f8abda   siev   15
36f63bba   siewert   44
f30f300b   sifford   30
859cc2a1   sift   12
4d1dc60a   sigh   3
a6b0d0ab   sight   35
0211c6bc   sightse   4
ff504010   sign   167
a3b635a1   signal   35
3c46e15b   signalman   1
d619dae6   signatur   7
0f27bcdb   signifi   1
8d2fe696   signific   42
96cdf84f   significantli   10
f6d7a6fb   sigonella   2
b67faac5   sikh   1
645b4a8f   silberl   1
e38dccb1   silenc   24
96069ae3   silent   20
107761e1   sill   1
1d5d849f   silli   1
efc8ed47   silliman   1
c95122ec   silo   3
d841788b   silt   1
ebf66783   silva   1
5c6a5c1e   silver   10
0ef56290   silvia   3
74b2d8a6   silvija   2
5b50758e   simeon   2
847aa41e   simil   1
df7aba93   similarli   5
2aa917d3   simmer   5
6334b080   simmon   3
1963a456   simpl   21
3f6f55d5   simpler   1
6689e9f9   simpli   53
6c8399c1   simul   1
6d7dfc65   simultan   8
5fb0d9b3   sin   3
a254dc79   sinc   488
6e9476b9   sincer   5
f65abc12   sindh   2
b7ebdf11   singapor   8
6f4b640b   singaporean   1
722614be   singer   14
25055760   singh   8
f9735373   singl   70
b1688de1   singular   1
98b0adde   singularli   1
02c819ff   sinha   1
1ab9d45f   sink   45
fe761a37   siobhan   2
ad13089a   sion   1
25cb46c3   sip   6
4bf0c4ca   sir   9
d7a4ac91   sirah   6
ccc80ece   siren   1
05afff03   siriman   1
a07dd7f7   sirri   1
9078910f   sister   73
f9bd42d0   sit   45
5e5fb159   site   113
6746694d   situat   113
93418b35   sixteen   3
87e2b41b   sixth   43
30ff751f   sixti   1
9a55ec7b   siyaram   1
c6a97676   sizabl   2
aaa32f36   size   29
a1319f64   sizzl   2
bd7a1f36   skeptic   13
f54c3d2c   sketch   14
57aef8af   sketchi   14
557e6c0d   ski   6
bf0bd137   skiff   26
3400e132   skill   11
9873ae21   skillfulli   2
dcd32c71   skim   8
05f56f7c   skin   9
7f8ef00c   skip   8
18e8dcd7   skipper   7
71d3ac0f   skirmish   1
1b513727   skirt   5
601ecc26   skull   3
25a57d41   sky   15
08e87902   skyscrap   4
a66a20c6   slab   20
3a292788   slade   7
c7a16bed   slai   16
7c4119be   slain   11
1bd76ffe   slam   118
a0324dea   slant   2
b88ab383   slap   3
804a749e   slash   4
64fcb790   slat   1
29b27698   slate   6
e499662d   slater   2
efdce24f   slaughterhous   1
fa5a802b   slava   1
1064bb2f   slavador   1
6aeb11a1   slavica   1
e46940f9   slavija   2
76808993   slavish   1
f0fa0e17   slavo   1
9b154034   slavoljub   1
e4adf773   sledgehamm   3
050df509   sleepless   1
53a70e1c   sleev   1
9b00f83a   sleight   1
ece5e023   slender   1
5c728917   slenderest   1
78332db1   slice   11
4664ee56   slid   2
024de286   slide   4
82d29ccc   slight   6
463d82a7   slightest   3
5ee39811   slightli   28
49942774   slim   10
8ccfb3de   slime   1
eac9fb09   slip   33
c25bf488   slippag   2
e0583dd7   sliver   2
f376a729   slm   3
5bed3076   slobadon   1
60cf6d48   slobo   5
79edab20   slobodan   171
db6a9463   slocomb   1
7639b937   slogan   12
aa1c44d7   slope   2
59bc37f3   sloppi   6
b57bf693   slouch   1
62414103   slovakia   12
0f62de6d   slovakian   1
49266af2   slow   43
1b9836aa   slowdown   2
6ec759cc   slowest   2
24020129   slowli   29
77bb9084   slug   1
7718b34b   sluggish   4
c3614a91   slump   6
6c0b44df   slur   1
fd6d0b5f   smack   5
f627e3aa   smaller   29
749cdcad   smallest   2
56e56493   smaltz   1
ff511de9   smart   3
cb5abd77   smarter   2
4e6cf7d3   smartest   1
54c8b648   smartli   1
37d01942   smash   29
916a4396   smear   3
7314a2db   smederevska   2
ccb2a9fb   smell   10
e794c7d0   smile   41
b113271b   smit   1
75ca137b   smith   36
c4ff4385   smithvil   1
0579a68f   smitten   1
be51a3bf   smog   2
54c37d4f   smoggiest   1
8f01dbe3   smoke   28
73f9702c   smokei   1
62e92a4b   smoker   1
0de7b37c   smokescreen   1
51082157   smolder   1
68ac5caa   smolinski   1
170c9bed   smooth   9
a144f023   smoothli   2
dc6b7850   smother   2
43470420   smuggl   3
93df7c3f   snack   2
cb3cba89   snake   1
b6d30280   snap   11
86d7bde1   snapper   1
958f2858   snappi   1
5625bac1   snare   1
59d573e3   snarl   2
fee43139   snatch   8
80f3ec98   sneak   3
d0ba16fb   sneaker   2
e4b496a9   sneet   1
2606dd5c   snif   3
0ddd4997   sniff   1
9dbaf68e   sniffer   15
61df8d6f   snipe   1
e87cf441   sniper   1
329dd2ba   snippet   2
f47cdbc0   snitch   3
c84b90e6   snjezana   1
735f35ae   snour   1
477fdbf1   snow   12
c31bda22   snowfal   1
3c552ba9   snowstorm   2
272b08ac   snyder   2
206f80e6   soak   5
317fda81   soap   2
5f445888   soar   7
9d940363   sob   3
7424766a   sober   2
4f96ea52   soccer   4
aaf1256a   social   37
0ab4fa2a   socialist   69
cfa63e04   societi   40
2ff17246   sock   3
faf45d1b   socotra   2
2dc2bcce   socti   1
2fd98579   sod   1
8cc7c5fe   sofa   2
977711a5   soft   16
0c8fee93   soften   4
875df8d5   softli   1
d3dbac3d   softwar   8
01ce8f22   soglasiy   1
777c8f72   soil   8
4b852e2a   sojourn   1
5d25a4e6   solanki   3
585cf7f4   solari   1
ba71bac3   sold   19
9f58f34b   soldier   192
0d6c7bc7   sole   9
7a180440   solemn   4
1b8f9595   solemnli   1
58041fca   solicit   1
675f9bf9   solid   15
2d4dda5f   solidar   6
eb93befe   solidifi   2
1bfef525   solidli   2
ca601a52   solitari   2
25a9b241   solitud   1
ae5dab86   solomon   2
